0,179,505
1,148,506
2,402,504
3,267,504
4,479,502
5,454,503
6,387,503
7,226,503
8,24,503
9,332,501
10,307,501
11,209,499
12,81,501
13,345,499
14,369,498
15,119,498
16,380,496
17,146,495
18,319,494
19,58,494
20,492,493
21,464,492
22,373,492
23,218,491
24,184,491
25,336,491
26,209,491
27,499,489
28,471,489
29,289,489
30,239,489
31,86,490
32,72,490
33,34,489
34,349,486
35,325,487
36,196,486
37,138,483
38,47,484
39,274,482
40,61,481
41,389,481
42,126,479
43,337,479
44,143,479
45,436,477
46,415,476
47,489,474
48,112,473
49,69,474
50,51,472
51,345,471
52,401,470
53,140,469
54,4,469
55,289,467
56,506,465
57,421,465
58,132,464
59,477,464
60,335,464
61,315,461
62,41,461
63,369,458
64,13,459
65,391,459
66,182,457
67,105,458
68,266,455
69,462,453
70,448,453
71,295,448
72,186,448
73,89,449
74,20,448
75,166,447
76,311,444
77,443,443
78,252,443
79,343,442
80,131,441
81,473,439
82,84,438
83,58,438
84,461,438
85,266,434
86,183,434
87,331,434
88,299,433
89,155,434
90,33,434
91,126,432
92,170,430
93,76,430
94,311,430
95,196,429
96,137,429
97,481,429
98,459,428
99,393,428
100,216,428
101,280,427
102,113,426
103,183,424
104,44,425
105,494,424
106,399,424
107,265,422
108,337,422
109,320,420
110,18,421
111,473,418
112,418,418
113,249,419
114,302,417
115,25,418
116,361,417
117,351,414
118,80,415
119,58,414
120,34,413
121,313,411
122,203,412
123,94,411
124,499,412
125,476,411
126,64,407
127,324,407
128,262,405
129,217,406
130,8,405
131,290,405
132,175,404
133,433,404
134,83,404
135,308,403
136,245,402
137,22,402
138,418,402
139,336,402
140,188,401
141,154,401
142,70,401
143,497,402
144,353,401
145,374,400
146,33,400
147,470,399
148,453,398
149,113,397
150,229,398
151,143,398
152,364,398
153,402,395
154,389,394
155,284,394
156,57,397
157,316,393
158,297,393
159,211,393
160,35,392
161,23,392
162,197,391
163,120,391
164,377,390
165,79,390
166,355,388
167,227,388
168,49,388
169,363,387
170,15,385
171,479,385
172,409,383
173,179,383
174,110,382
175,279,381
176,55,383
177,492,380
178,31,380
179,374,378
180,438,377
181,221,376
182,424,374
183,325,374
184,300,374
185,190,375
186,138,374
187,14,375
188,169,373
189,122,373
190,474,372
191,241,373
192,360,369
193,346,368
194,50,369
195,279,368
196,488,367
197,451,367
198,179,367
199,331,365
200,366,364
201,102,364
202,495,362
203,145,362
204,426,361
205,440,358
206,499,357
207,339,356
208,364,356
209,286,356
210,271,357
211,96,357
212,480,352
213,326,352
214,404,349
215,87,348
216,391,348
217,267,347
218,146,348
219,99,349
220,210,347
221,134,346
222,64,347
223,501,345
224,372,345
225,306,344
226,9,345
227,491,344
228,159,343
229,23,342
230,279,342
231,480,340
232,446,341
233,247,340
234,422,339
235,353,339
236,226,340
237,75,339
238,294,337
239,342,337
240,161,336
241,174,336
242,324,334
243,389,331
244,130,329
245,4,331
246,237,330
247,217,329
248,117,330
249,152,328
250,463,328
251,287,326
252,381,327
253,347,326
254,499,326
255,444,326
256,29,325
257,317,324
258,226,323
259,74,326
260,476,323
261,207,324
262,395,323
263,196,321
264,163,321
265,417,320
266,351,317
267,178,318
268,62,317
269,232,315
270,215,315
271,76,315
272,366,312
273,258,313
274,188,313
275,307,310
276,317,310
277,101,311
278,332,310
279,488,308
280,353,307
281,339,306
282,294,306
283,276,307
284,243,307
285,110,305
286,374,305
287,79,304
288,10,305
289,327,302
290,168,304
291,223,303
292,187,304
293,154,302
294,366,301
295,382,301
296,264,301
297,445,300
298,397,299
299,99,300
300,355,298
301,192,297
302,12,297
303,329,294
304,139,295
305,115,294
306,385,293
307,288,293
308,93,291
309,58,292
310,501,292
311,439,291
312,252,290
313,43,290
314,264,290
315,347,289
316,490,287
317,277,286
318,216,288
319,107,287
320,396,286
321,193,287
322,158,286
323,451,285
324,406,287
325,232,285
326,298,283
327,125,284
328,144,283
329,476,283
330,423,283
331,358,282
332,67,283
333,334,285
334,378,279
335,410,279
336,179,277
337,299,275
338,371,274
339,207,275
340,59,274
341,26,274
342,10,274
343,497,273
344,252,277
345,165,273
346,142,274
347,467,272
348,260,273
349,115,273
350,386,271
351,285,271
352,454,271
353,429,270
354,45,269
355,489,268
356,133,269
357,363,267
358,391,263
359,481,265
360,192,263
361,249,263
362,201,262
363,266,261
364,232,260
365,407,258
366,95,259
367,25,260
368,9,259
369,460,259
370,467,256
371,285,257
372,208,256
373,194,255
374,84,255
375,342,254
376,222,255
377,297,251
378,35,252
379,471,250
380,353,251
381,170,248
382,56,249
383,318,247
384,275,247
385,263,246
386,49,247
387,130,245
388,78,245
389,308,244
390,477,242
391,368,243
392,217,242
393,187,243
394,61,241
395,463,241
396,446,239
397,390,239
398,332,238
399,73,238
400,377,239
401,230,239
402,116,236
403,468,233
404,412,236
405,268,234
406,254,232
407,198,232
408,159,233
409,65,233
410,457,232
411,386,231
412,398,232
413,288,230
414,231,229
415,185,232
416,320,228
417,420,227
418,176,228
419,473,226
420,361,225
421,213,228
422,80,227
423,405,225
424,124,225
425,302,225
426,275,223
427,172,220
428,158,221
429,315,219
430,48,219
431,186,220
432,62,218
433,10,219
434,424,219
435,144,216
436,432,216
437,344,215
438,220,214
439,202,214
440,466,214
441,452,213
442,283,214
443,407,211
444,371,208
445,320,208
446,164,209
447,37,209
448,500,207
449,421,206
450,131,207
451,179,206
452,83,205
453,278,204
454,5,203
455,200,201
456,251,199
457,90,200
458,221,200
459,102,199
460,337,199
461,150,199
462,6,198
463,35,197
464,319,198
465,211,197
466,187,195
467,375,195
468,449,195
469,411,193
470,348,192
471,227,195
472,172,195
473,135,193
474,401,193
475,312,191
476,495,191
477,247,191
478,326,190
479,81,190
480,233,188
481,103,190
482,7,188
483,476,186
484,391,187
485,313,183
486,67,185
487,94,185
488,382,183
489,125,182
490,113,182
491,257,182
492,214,182
493,182,182
494,490,180
495,398,180
496,241,182
497,147,179
498,220,178
499,458,178
500,414,178
501,195,177
502,99,177
503,301,177
504,85,176
505,324,176
506,15,176
507,276,173
508,229,175
509,132,175
510,45,174
511,438,172
512,406,172
513,339,172
514,183,171
515,312,170
516,506,170
517,265,169
518,250,170
519,67,169
520,282,168
521,410,165
522,154,167
523,106,165
524,12,167
525,493,165
526,400,165
527,289,164
528,257,164
529,237,164
530,465,159
531,430,160
532,416,160
533,316,160
534,270,159
535,248,159
536,127,160
537,75,159
538,335,159
539,7,160
540,227,158
541,504,156
542,279,156
543,94,156
544,457,154
545,294,155
546,131,153
547,18,153
548,384,152
549,259,153
550,199,152
551,360,151
552,209,153
553,218,151
554,428,149
555,373,149
556,172,151
557,285,149
558,238,149
559,265,147
560,436,145
561,340,145
562,396,144
563,130,144
564,106,148
565,475,143
566,209,144
567,79,143
568,267,140
569,65,141
570,96,140
571,352,140
572,380,138
573,51,138
574,492,138
575,321,138
576,298,138
577,152,137
578,290,137
579,176,137
580,405,135
581,280,134
582,6,135
583,365,137
584,342,132
585,79,132
586,331,131
587,309,131
588,245,129
589,114,129
590,163,131
591,372,127
592,504,127
593,260,126
594,354,126
595,390,123
596,322,123
597,150,124
598,35,124
599,250,122
600,469,122
601,189,121
602,170,120
603,74,120
604,485,120
605,211,119
606,280,118
607,6,117
608,498,115
609,315,115
610,105,115
611,86,114
612,394,111
613,472,111
614,438,112
615,376,111
616,421,110
617,341,109
618,326,108
619,259,109
620,245,108
621,142,108
622,126,109
623,187,107
624,356,106
625,21,106
626,384,106
627,210,105
628,504,103
629,71,103
630,347,103
631,303,102
632,374,101
633,104,101
634,480,100
635,86,99
636,117,96
637,447,97
638,423,96
639,364,96
640,271,95
641,232,95
642,460,94
643,436,94
644,393,94
645,175,94
646,496,92
647,284,92
648,152,92
649,144,92
650,246,91
651,55,89
652,18,89
653,104,89
654,92,88
655,70,88
656,474,88
657,218,87
658,127,85
659,114,86
660,322,86
661,504,83
662,234,85
663,32,84
664,427,83
665,338,82
666,452,80
667,396,81
668,192,79
669,8,80
670,360,79
671,483,77
672,266,79
673,21,77
674,311,76
675,86,76
676,427,73
677,243,74
678,166,75
679,463,72
680,418,73
681,405,75
682,298,72
683,107,73
684,73,73
685,324,71
686,230,71
687,498,70
688,342,69
689,178,68
690,369,68
691,439,65
692,393,66
693,253,65
694,479,65
695,94,65
696,380,64
697,206,62
698,426,61
699,407,61
700,285,63
701,157,62
702,113,61
703,83,61
704,454,60
705,396,58
706,52,58
707,291,57
708,271,57
709,307,56
710,186,55
711,143,55
712,337,54
713,3,55
714,348,54
715,491,53
716,390,53
717,256,52
718,468,52
719,328,51
720,64,49
721,379,49
722,299,50
723,398,46
724,273,46
725,130,47
726,283,45
727,21,45
728,454,43
729,408,42
730,365,42
731,319,42
732,165,42
733,54,42
734,71,42
735,44,42
736,191,41
737,200,41
738,33,38
739,298,38
740,114,38
741,419,37
742,385,37
743,350,37
744,398,36
745,180,34
746,64,35
747,363,33
748,433,34
749,79,34
750,496,30
751,311,31
752,203,31
753,483,30
754,406,30
755,393,26
756,377,25
757,275,25
758,44,25
759,28,25
760,458,22
761,219,23
762,145,23
763,386,21
764,13,22
765,500,21
766,63,21
767,196,19
768,174,18
769,428,18
770,414,17
771,333,18
772,482,17
773,32,17
774,257,16
775,321,15
776,241,15
777,346,14
778,57,13
779,47,13
780,91,12
781,468,11
782,453,10
783,398,10
784,263,11
785,504,11
786,408,10
787,235,8
788,218,9
789,333,8
790,182,7
791,475,7
792,205,7
793,13,7
794,421,7
795,288,6
796,159,5
797,71,5
